r188700061,I001,001
r188700061,I001,001
r314012075,I001,001
r484700037,I001,001
r840581043,I001,001
r644110049,I001,001
r284481054,I001,001
r642481035,I001,001
r359400098,I001,001
r603800031,I001,001
r607820020,I001,001
r855212011,I001,001
r468021032,I001,001
r553802036,I001,001
r964412082,I001,001
r669012045,I001,001
r440700057,I001,001
r148310058,I001,001
r455461000,I001,001
r650902002,I001,001
r163891081,I001,001
r988781075,I001,001
r543811081,I001,001
r513020054,I001,001
r355102042,I001,001
r592102059,I001,001
r292530040,I001,001
r322630061,I001,001
r578502036,I001,001
r549920031,I001,001
r127202090,I001,001
r956502052,I001,001
r574330006,I001,001
r358161062,I001,001
r659802022,I001,001
r272112038,I001,001
r995702049,I001,001
r491010037,I001,001
r764700069,I001,001
r758951076,I001,001
r960881064,I001,001
r336212076,I001,001
r140110093,I001,001
r587100097,I001,001
r197602098,I001,001
r770102097,I001,001
r377810049,I001,001
r192930065,I001,001
r860800082,I001,001
r160212007,I001,001
r134300096,I001,001
r792920019,I001,001
r222401015,I001,001
r963012015,I001,001
r633781004,I001,001
r830900002,I001,001
r492010090,I001,001
r177702090,I001,001
r788700004,I001,001
r624412037,I001,001
r458300008,I001,001
r394330063,I001,001
r158811042,I001,001
r672300022,I001,001
r443400018,I001,001
r729681092,I001,001
r672391004,I001,001
r637960017,I001,001
r424630056,I001,001
r893012032,I001,001
r327701046,I001,001
r945761070,I001,001
r443600080,I001,001
r367200002,I001,001
r154681011,I001,001
r988010069,I001,001
r116212054,I001,001
r143702073,I001,001
r758991032,I001,001
r569991079,I001,001
r850910035,I001,001
r998502036,I001,001
r578781047,I001,001
r523802030,I001,001
r452312034,I001,001
r862710041,I001,001
r492012024,I001,001
r669981079,I001,001
r682400030,I001,001
r968112095,I001,001
r173991089,I001,001
r661391089,I001,001
r974200069,I001,001
r358300019,I001,001
r542700041,I001,001
r878871051,I001,001
r448312069,I001,001
r176791075,I001,001
r454771025,I001,001
r236081085,I001,001
r980212062,I001,001
r188700061,I001,001
r538420066,I001,001
r206102056,I001,001
r871600045,I001,001
r883681006,I001,001
r679871026,I001,001
r180312077,I001,001
r947030016,I001,001
r698130078,I001,001
r508002092,I001,001
r635600090,I001,001
r163991017,I001,001
r165212051,I001,001
r249891033,I001,001
r803112040,I001,001
r582971085,I001,001
r366402055,I001,001
r856602099,I001,001
r873081058,I001,001
r414012064,I001,001
r676212030,I001,001
r765191017,I001,001
r134302040,I001,001
r861471015,I001,001
r910630036,I001,001
r303012060,I001,001
r758200048,I001,001
r510900091,I001,001
r669112071,I001,001
r845802036,I001,001
r145330087,I001,001
r380112093,I001,001
r496530019,I001,001
r622290056,I001,001
r586591050,I001,001
r385491084,I001,001
r437080044,I001,001
r174300074,I001,001
r427212046,I001,001
r395400074,I001,001
r678702087,I001,001
r743802042,I001,001
r977591087,I001,001
r121400001,I001,001
r293702012,I001,001
r861400011,I001,001
r349891022,I001,001
r156012080,I001,001
r963302014,I001,001
r537810048,I001,001
r185702056,I001,001
r935802053,I001,001
r223312093,I001,001
r135802032,I001,001
r817781049,I001,001
r843600035,I001,001
r327830077,I001,001
r341212094,I001,001
r172500040,I001,001
r723012059,I001,001
r695900000,I001,001
r687300048,I001,001
r728110095,I001,001
r367311099,I001,001
r194212015,I001,001
r453781061,I001,001
r863781098,I001,001
r284212032,I001,001
r275881058,I001,001
r474412010,I001,001
r322001090,I001,001
r598802068,I001,001
r403112075,I001,001
r689702002,I001,001
r821200071,I001,001
r829002056,I001,001
r100500050,I001,001
r247180064,I001,001
r650212089,I001,001
r425381036,I001,001
r876991069,I001,001
r560920029,I001,001
r617781061,I001,001
r858300063,I001,001
r933330031,I001,001
r545320053,I001,001
r840302032,I001,001
r585681034,I001,001
r870310093,I001,001
r171771043,I001,001
r967702039,I001,001
r932410036,I001,001
r363400063,I001,001
r362520024,I001,001
r866891061,I001,001
r883700049,I001,001
r622380093,I001,001
r946112055,I001,001
r149891044,I001,001
r438500026,I001,001
r252002079,I001,001
r188700061,I001,001
r568291014,I001,001
r169202064,I001,001
r313530016,I001,001
r711110073,I001,001
r101202049,I001,001
r145802004,I001,001
r659010039,I001,001
r518412077,I001,001
r107600026,I001,001
r185802082,I001,001
r211400028,I001,001
r960671013,I001,001
r507310082,I001,001
r150881071,I001,001
r153112058,I001,001
r664300056,I001,001
r592412036,I001,001
r847300048,I001,001
r343902013,I001,001
r385200050,I001,001
r513400000,I001,001
