001,I001,メーカー
001,I002,サービス・インフラ
001,I003,商社（総合・専門）
001,I004,銀行・証券・保険・金融
001,I005,広告・通信・マスコミ
001,I006,百貨店・専門店・流通・小売
001,I007,IT・ソフトウェア・情報処理
